,PM2.5,utc_time,humidity,pressure,temperature,weather,wind_direction,wind_speed
31,6.0588235294117645,2018-02-01 23:00:00,22.5,1032.65,-6.9,Sunny/clear,310.5,5.15
32,7.2,2018-02-02 00:00:00,22.0,1033.1,-6.95,Sunny/clear,302.5,3.8499999999999996
33,8.151515151515152,2018-02-02 01:00:00,21.0,1033.45,-6.05,Sunny/clear,295.0,3.55
34,8.06060606060606,2018-02-02 02:00:00,19.5,1033.35,-5.15,Sunny/clear,323.5,4.85
35,8.484848484848484,2018-02-02 03:00:00,18.0,1032.85,-4.25,Sunny/clear,313.5,4.949999999999999
36,7.909090909090909,2018-02-02 04:00:00,17.0,1031.85,-3.5,Sunny/clear,312.0,4.85
37,9.36,2018-02-02 05:00:00,16.0,1031.05,-2.7,Sunny/clear,300.5,4.5
38,9.12,2018-02-02 06:00:00,14.5,1030.1,-1.95,Sunny/clear,310.5,4.6
39,9.32,2018-02-02 07:00:00,14.0,1029.8,-1.6,Sunny/clear,311.5,4.35
40,7.76,2018-02-02 08:00:00,14.0,1029.6,-1.7000000000000002,Sunny/clear,297.0,4.1
41,8.541666666666666,2018-02-02 09:00:00,15.0,1029.65,-2.3,Sunny/clear,309.5,4.0
42,9.76,2018-02-02 10:00:00,16.0,1030.45,-3.3499999999999996,Sunny/clear,304.0,2.8499999999999996
43,12.32,2018-02-02 11:00:00,17.0,1030.8,-3.6500000000000004,Sunny/clear,301.0,2.8
44,10.588235294117647,2018-02-02 12:00:00,18.0,1031.15,-4.6,Sunny/clear,241.5,2.5
45,10.941176470588236,2018-02-02 13:00:00,20.0,1031.75,-5.800000000000001,Sunny/clear,38.5,2.0
46,10.393939393939394,2018-02-02 14:00:00,20.0,1032.15,-5.949999999999999,Sunny/clear,52.5,1.75
47,10.72,2018-02-02 15:00:00,23.0,1032.1,-7.45,Sunny/clear,178.5,1.7
48,10.558823529411764,2018-02-02 16:00:00,26.5,1032.05,-8.2,Sunny/clear,279.0,1.05
49,10.558823529411764,2018-02-02 17:00:00,29.0,1031.6999999999998,-9.2,Sunny/clear,129.0,0.9
50,10.2,2018-02-02 18:00:00,31.0,1031.75,-9.65,Sunny/clear,114.5,0.8500000000000001
51,11.32,2018-02-02 19:00:00,35.0,1031.55,-10.5,Sunny/clear,79.0,1.1
52,12.04,2018-02-02 20:00:00,37.5,1031.05,-10.95,Sunny/clear,75.0,1.15
53,13.0,2018-02-02 21:00:00,41.0,1030.85,-11.8,Sunny/clear,54.0,1.1
54,11.16,2018-02-02 22:00:00,38.5,1030.8,-10.9,Sunny/clear,179.0,1.2
55,12.823529411764707,2018-02-02 23:00:00,41.0,1030.85,-11.600000000000001,Sunny/clear,153.0,0.9
56,16.08823529411765,2018-02-03 00:00:00,41.5,1031.05,-11.65,Sunny/clear,220.5,1.0
57,21.92,2018-02-03 01:00:00,31.5,1030.8000000000002,-7.5,Sunny/clear,188.0,1.35
58,22.68,2018-02-03 02:00:00,21.5,1030.45,-4.300000000000001,Sunny/clear,208.0,1.9
59,16.0,2018-02-03 03:00:00,18.0,1029.75,-3.0,Sunny/clear,219.0,2.75
60,12.08,2018-02-03 04:00:00,16.5,1028.9,-1.8,Sunny/clear,260.0,3.45
61,10.65625,2018-02-03 05:00:00,15.0,1027.9,-0.95,Sunny/clear,283.0,4.1
62,7.76,2018-02-03 06:00:00,14.5,1027.35,-0.35,Sunny/clear,313.5,4.05
63,7.84,2018-02-03 07:00:00,15.0,1027.25,-0.6499999999999999,Sunny/clear,315.5,3.45
64,7.88,2018-02-03 08:00:00,15.0,1027.0,-0.8,Sunny/clear,318.5,3.5
65,7.16,2018-02-03 09:00:00,15.5,1027.25,-1.55,Sunny/clear,333.0,4.0
66,6.08,2018-02-03 10:00:00,16.5,1027.95,-2.35,Sunny/clear,278.0,2.7
67,8.56,2018-02-03 11:00:00,18.0,1028.8,-3.15,Sunny/clear,68.0,2.8
68,9.176470588235293,2018-02-03 12:00:00,19.0,1029.15,-4.0,Sunny/clear,54.5,2.3
69,7.764705882352941,2018-02-03 13:00:00,20.5,1029.7,-5.0,Sunny/clear,88.0,2.3
70,8.727272727272727,2018-02-03 14:00:00,23.0,1030.0,-5.7,Sunny/clear,79.0,1.7000000000000002
71,8.636363636363637,2018-02-03 15:00:00,25.5,1030.1,-6.449999999999999,Sunny/clear,60.0,1.6
72,9.32,2018-02-03 16:00:00,28.0,1030.15,-7.449999999999999,Sunny/clear,63.0,1.6
73,9.454545454545455,2018-02-03 17:00:00,29.5,1029.8,-8.35,Sunny/clear,129.5,1.3
74,10.56,2018-02-03 18:00:00,31.0,1029.65,-9.7,Sunny/clear,107.5,1.0
75,12.32,2018-02-03 19:00:00,37.0,1029.1999999999998,-10.25,Sunny/clear,84.5,0.85
76,10.88,2018-02-03 20:00:00,41.0,1028.45,-10.8,Sunny/clear,95.5,0.9
77,11.029411764705882,2018-02-03 21:00:00,43.0,1028.0,-11.75,Sunny/clear,182.5,1.05
78,14.08,2018-02-03 22:00:00,44.0,1027.6,-11.8,Sunny/clear,199.0,1.05
79,20.16,2018-02-03 23:00:00,43.5,1027.4,-11.85,Sunny/clear,210.5,1.1
80,25.92,2018-02-04 00:00:00,41.5,1027.15,-10.6,Sunny/clear,196.5,1.55
81,29.8,2018-02-04 01:00:00,30.5,1026.95,-6.85,Sunny/clear,205.0,2.1
82,28.11764705882353,2018-02-04 02:00:00,25.5,1026.5,-4.85,Sunny/clear,212.5,2.9
83,28.705882352941178,2018-02-04 03:00:00,20.0,1026.0,-2.6500000000000004,Sunny/clear,215.0,3.1
84,29.147058823529413,2018-02-04 04:00:00,18.5,1024.9,-1.45,Sunny/clear,219.5,2.7
85,28.12,2018-02-04 05:00:00,17.5,1023.8000000000001,-0.30000000000000004,Sunny/clear,219.0,2.8499999999999996
86,25.88,2018-02-04 06:00:00,16.5,1022.55,1.05,Sunny/clear,219.5,3.3
87,22.56,2018-02-04 07:00:00,16.0,1021.7,1.55,Sunny/clear,203.0,3.2
88,20.4,2018-02-04 08:00:00,16.0,1021.35,1.65,Sunny/clear,185.5,2.8499999999999996
89,23.32,2018-02-04 09:00:00,17.0,1021.55,1.1,Sunny/clear,193.0,1.75
90,25.294117647058822,2018-02-04 10:00:00,20.5,1022.05,-1.35,Sunny/clear,100.5,1.6
91,30.060606060606062,2018-02-04 11:00:00,24.0,1023.45,-2.4000000000000004,Sunny/clear,58.5,1.6
92,31.48,2018-02-04 12:00:00,25.0,1024.5,-2.4,Sunny/clear,40.0,1.95
93,26.25,2018-02-04 13:00:00,25.0,1025.2,-3.0999999999999996,Sunny/clear,65.5,1.75
94,21.791666666666668,2018-02-04 14:00:00,23.0,1025.8,-2.75,Sunny/clear,196.0,3.2
95,11.875,2018-02-04 15:00:00,23.0,1026.3,-3.25,Sunny/clear,41.5,2.25
96,7.0606060606060606,2018-02-04 16:00:00,23.0,1026.6,-4.15,Sunny/clear,47.5,2.4
97,6.32,2018-02-04 17:00:00,24.5,1026.55,-4.75,Sunny/clear,48.5,2.95
98,5.36,2018-02-04 18:00:00,25.5,1026.85,-5.6,Sunny/clear,57.0,2.05
99,4.9411764705882355,2018-02-04 19:00:00,28.5,1026.9,-6.6,Sunny/clear,56.0,1.9
100,5.4,2018-02-04 20:00:00,29.0,1026.95,-6.6,Sunny/clear,57.0,2.5
101,5.916666666666667,2018-02-04 21:00:00,30.0,1027.05,-7.4,Sunny/clear,61.5,3.0
102,6.76,2018-02-04 22:00:00,30.0,1027.25,-8.149999999999999,Sunny/clear,57.0,2.8499999999999996
103,6.545454545454546,2018-02-04 23:00:00,31.0,1027.8,-8.7,Sunny/clear,60.0,2.8
104,7.08,2018-02-05 00:00:00,29.0,1028.35,-8.4,Sunny/clear,64.0,2.8499999999999996
105,7.911764705882353,2018-02-05 01:00:00,25.5,1028.45,-6.55,Sunny/clear,61.0,3.8
106,9.0,2018-02-05 02:00:00,21.0,1028.3000000000002,-5.25,Sunny/clear,42.0,3.3499999999999996
107,7.36,2018-02-05 03:00:00,19.0,1028.2,-3.75,Sunny/clear,53.0,4.0
108,7.7,2018-02-05 04:00:00,17.0,1027.05,-3.05,Sunny/clear,119.5,3.5
109,7.043478260869565,2018-02-05 05:00:00,15.0,1025.9,-2.15,Sunny/clear,208.5,3.8499999999999996
110,7.4411764705882355,2018-02-05 06:00:00,13.5,1025.0,-1.45,Sunny/clear,171.5,3.6
111,7.9411764705882355,2018-02-05 07:00:00,13.0,1024.55,-0.95,Sunny/clear,177.0,3.45
112,9.56,2018-02-05 08:00:00,12.5,1024.35,-1.0,Sunny/clear,111.5,2.9000000000000004
113,8.529411764705882,2018-02-05 09:00:00,13.0,1024.45,-1.25,Sunny/clear,57.5,3.0
114,8.848484848484848,2018-02-05 10:00:00,16.0,1025.05,-3.1,Sunny/clear,98.0,2.2
115,10.363636363636363,2018-02-05 11:00:00,16.5,1025.95,-4.2,Sunny/clear,55.5,1.9
116,11.088235294117647,2018-02-05 12:00:00,18.0,1026.25,-5.25,Sunny/clear,64.5,1.75
117,12.147058823529411,2018-02-05 13:00:00,19.0,1026.65,-5.8,Sunny/clear,100.0,1.65
118,12.454545454545455,2018-02-05 14:00:00,21.5,1026.85,-7.05,Sunny/clear,85.5,1.5
119,11.529411764705882,2018-02-05 15:00:00,25.0,1026.7,-8.0,Sunny/clear,148.5,1.2
120,11.176470588235293,2018-02-05 16:00:00,28.5,1026.35,-9.45,Sunny/clear,134.0,1.15
121,12.96875,2018-02-05 17:00:00,34.0,1026.05,-10.25,Sunny/clear,238.0,0.9
122,12.151515151515152,2018-02-05 18:00:00,38.5,1025.55,-11.5,Sunny/clear,301.0,0.6
123,13.5,2018-02-05 19:00:00,44.5,1025.05,-11.8,Sunny/clear,237.0,0.8
124,14.441176470588236,2018-02-05 20:00:00,45.0,1024.6,-12.2,Sunny/clear,120.0,0.8500000000000001
125,15.93939393939394,2018-02-05 21:00:00,44.0,1024.2,-12.55,Sunny/clear,182.0,1.0
126,18.235294117647058,2018-02-05 22:00:00,45.0,1023.95,-12.399999999999999,Sunny/clear,108.5,0.75
127,19.352941176470587,2018-02-05 23:00:00,47.0,1023.85,-12.95,Sunny/clear,202.0,0.95
128,21.441176470588236,2018-02-06 00:00:00,47.5,1024.1,-12.35,Sunny/clear,158.5,0.9
129,24.939393939393938,2018-02-06 01:00:00,34.5,1023.9,-8.9,Sunny/clear,106.5,1.1
130,30.852941176470587,2018-02-06 02:00:00,25.0,1023.25,-5.5,Sunny/clear,95.5,1.4
131,36.333333333333336,2018-02-06 03:00:00,23.0,1022.45,-3.6,Sunny/clear,182.5,1.6
132,48.65625,2018-02-06 04:00:00,20.0,1021.1,-1.85,Sunny/clear,194.0,2.1
133,55.48275862068966,2018-02-06 05:00:00,20.0,1019.45,-0.2,Sunny/clear,203.5,1.95
134,58.44827586206897,2018-02-06 06:00:00,19.0,1017.95,0.75,Sunny/clear,217.5,2.7
135,62.2962962962963,2018-02-06 07:00:00,19.0,1017.1,1.25,Sunny/clear,211.0,2.45
136,65.06666666666666,2018-02-06 08:00:00,20.0,1016.55,1.35,Sunny/clear,213.5,3.0
137,72.26666666666667,2018-02-06 09:00:00,22.0,1016.3,0.35,Sunny/clear,204.0,2.3
138,76.15625,2018-02-06 10:00:00,25.5,1016.4,-1.15,Sunny/clear,196.0,1.65
139,78.40625,2018-02-06 11:00:00,28.0,1016.5,-2.6500000000000004,Sunny/clear,192.5,1.5
140,81.76470588235294,2018-02-06 12:00:00,29.5,1016.3499999999999,-3.1500000000000004,Sunny/clear,199.5,1.45
141,84.70588235294117,2018-02-06 13:00:00,35.0,1016.7,-3.9,Sunny/clear,206.0,1.1
142,86.9090909090909,2018-02-06 14:00:00,36.0,1016.5,-4.449999999999999,Sunny/clear,217.0,1.3
143,88.82352941176471,2018-02-06 15:00:00,36.5,1016.25,-5.05,Sunny/clear,204.0,1.5
144,93.79411764705883,2018-02-06 16:00:00,38.0,1016.1500000000001,-5.75,Sunny/clear,231.0,1.0
145,92.93939393939394,2018-02-06 17:00:00,41.0,1015.95,-6.449999999999999,Sunny/clear,82.0,1.2999999999999998
146,89.67647058823529,2018-02-06 18:00:00,42.0,1015.8499999999999,-6.65,Sunny/clear,87.0,1.05
147,86.96969696969697,2018-02-06 19:00:00,48.0,1015.3499999999999,-7.25,Sunny/clear,85.5,1.6
148,83.73529411764706,2018-02-06 20:00:00,49.5,1015.7,-7.7,Sunny/clear,81.5,1.0
149,76.96969696969697,2018-02-06 21:00:00,49.0,1016.25,-7.15,Sunny/clear,42.5,1.55
150,65.55882352941177,2018-02-06 22:00:00,46.5,1017.2,-7.2,Sunny/clear,81.5,1.7
151,57.6764705882353,2018-02-06 23:00:00,31.5,1017.95,-6.4,Sunny/clear,312.0,1.95
152,34.03030303030303,2018-02-07 00:00:00,28.0,1019.25,-4.65,Sunny/clear,326.0,3.85
153,19.705882352941178,2018-02-07 01:00:00,23.5,1020.45,-3.45,Sunny/clear,319.5,4.9
154,12.636363636363637,2018-02-07 02:00:00,20.0,1021.1,-2.8,Sunny/clear,328.5,5.1
155,9.212121212121213,2018-02-07 03:00:00,18.0,1021.55,-1.95,Sunny/clear,316.5,5.0
156,9.935483870967742,2018-02-07 04:00:00,17.0,1020.8499999999999,-1.1,Sunny/clear,338.5,4.699999999999999
157,9.757575757575758,2018-02-07 05:00:00,16.0,1020.6500000000001,-0.35,Sunny/clear,305.0,4.449999999999999
158,8.741935483870968,2018-02-07 06:00:00,16.0,1020.1,0.25,Sunny/clear,302.5,4.35
159,9.125,2018-02-07 07:00:00,15.0,1020.1,0.6499999999999999,Sunny/clear,311.5,4.35
160,8.393939393939394,2018-02-07 08:00:00,16.0,1020.1500000000001,0.4,Sunny/clear,295.0,4.05
161,8.28125,2018-02-07 09:00:00,16.5,1020.25,0.0,Sunny/clear,300.5,3.75
162,7.689655172413793,2018-02-07 10:00:00,18.0,1020.75,-1.35,Sunny/clear,304.0,2.7
163,9.466666666666667,2018-02-07 11:00:00,18.5,1021.1,-2.1500000000000004,Sunny/clear,309.5,2.45
164,11.5625,2018-02-07 12:00:00,20.0,1021.45,-3.2,Sunny/clear,265.5,2.45
165,10.515151515151516,2018-02-07 13:00:00,22.0,1021.45,-3.8,Sunny/clear,69.0,1.65
166,11.529411764705882,2018-02-07 14:00:00,24.0,1021.3499999999999,-4.8,Sunny/clear,84.5,1.4
167,11.088235294117647,2018-02-07 15:00:00,25.0,1020.6,-6.15,Sunny/clear,84.0,1.5
168,11.969696969696969,2018-02-07 16:00:00,30.5,1020.3,-7.8,Sunny/clear,115.0,1.3
169,13.941176470588236,2018-02-07 17:00:00,33.0,1020.0,-9.149999999999999,Sunny/clear,171.5,1.05
170,17.818181818181817,2018-02-07 18:00:00,37.0,1019.6,-10.149999999999999,Sunny/clear,153.5,1.05
171,17.363636363636363,2018-02-07 19:00:00,41.5,1018.6500000000001,-10.5,Sunny/clear,181.5,1.3
172,25.08823529411765,2018-02-07 20:00:00,36.0,1021.4,-8.9,Sunny/clear,209.0,1.2
173,23.647058823529413,2018-02-07 21:00:00,49.0,1016.95,-11.95,Sunny/clear,127.0,0.8
174,24.84375,2018-02-07 22:00:00,49.5,1016.25,-12.15,Sunny/clear,102.5,0.8500000000000001
175,26.38235294117647,2018-02-07 23:00:00,53.5,1015.95,-12.35,Sunny/clear,179.5,1.05
176,36.14705882352941,2018-02-08 00:00:00,51.0,1016.1,-11.95,Sunny/clear,106.0,1.1
177,53.39393939393939,2018-02-08 01:00:00,42.5,1016.05,-8.25,Sunny/clear,89.0,1.5
178,66.94117647058823,2018-02-08 02:00:00,34.0,1016.0,-6.1,Sunny/clear,84.0,1.4
179,78.16129032258064,2018-02-08 03:00:00,26.5,1014.6500000000001,-3.8499999999999996,Sunny/clear,157.5,1.95
180,75.96428571428571,2018-02-08 04:00:00,23.0,1013.3,-2.05,Sunny/clear,221.0,2.55
181,72.63333333333334,2018-02-08 05:00:00,18.0,1011.75,-0.35,Sunny/clear,206.0,2.95
182,64.40625,2018-02-08 06:00:00,16.5,1010.3,0.4,Sunny/clear,195.5,3.4
183,58.11764705882353,2018-02-08 07:00:00,16.0,1009.55,0.7,Sunny/clear,208.5,3.2
184,58.5,2018-02-08 08:00:00,17.0,1009.4,0.9,Sunny/clear,209.5,2.85
185,63.303030303030305,2018-02-08 09:00:00,18.0,1009.1,0.44999999999999996,Sunny/clear,198.5,1.8
186,63.05882352941177,2018-02-08 10:00:00,20.0,1009.3,-0.3,Sunny/clear,195.5,1.2999999999999998
187,69.36363636363636,2018-02-08 11:00:00,22.0,1009.55,-2.0999999999999996,Sunny/clear,116.5,1.05
188,75.1470588235294,2018-02-08 12:00:00,25.5,1009.4,-3.35,Sunny/clear,143.0,1.05
189,89.23529411764706,2018-02-08 13:00:00,31.0,1009.1500000000001,-4.300000000000001,Sunny/clear,124.0,0.8500000000000001
190,89.20588235294117,2018-02-08 14:00:00,33.5,1009.3499999999999,-5.25,Sunny/clear,88.5,1.0
191,84.3529411764706,2018-02-08 15:00:00,36.5,1009.3,-5.9,Sunny/clear,97.5,1.2999999999999998
192,89.82352941176471,2018-02-08 16:00:00,36.0,1009.1500000000001,-6.4,Sunny/clear,70.5,1.35
193,91.08823529411765,2018-02-08 17:00:00,38.5,1009.1500000000001,-6.1,Sunny/clear,83.5,1.2000000000000002
194,87.20588235294117,2018-02-08 18:00:00,41.0,1009.1,-6.800000000000001,Sunny/clear,87.0,1.2000000000000002
195,84.55882352941177,2018-02-08 19:00:00,43.5,1008.95,-7.65,Sunny/clear,85.5,1.2
196,82.61764705882354,2018-02-08 20:00:00,44.0,1009.1500000000001,-8.0,Sunny/clear,91.0,1.0
197,78.1470588235294,2018-02-08 21:00:00,48.0,1008.95,-8.4,Sunny/clear,150.5,1.05
198,75.38235294117646,2018-02-08 22:00:00,46.0,1009.45,-8.3,Sunny/clear,97.0,1.0
199,73.26470588235294,2018-02-08 23:00:00,47.0,1009.9,-8.0,Sunny/clear,57.5,1.0
200,74.44117647058823,2018-02-09 00:00:00,44.5,1010.85,-6.65,Sunny/clear,180.0,1.85
201,72.44117647058823,2018-02-09 01:00:00,35.5,1012.0999999999999,-4.1,Sunny/clear,222.5,1.8
202,63.1764705882353,2018-02-09 02:00:00,21.0,1013.1,1.15,Sunny/clear,315.5,4.35
203,44.42424242424242,2018-02-09 03:00:00,18.0,1013.65,2.0,Sunny/clear,314.5,4.1
204,28.181818181818183,2018-02-09 04:00:00,12.5,1013.95,2.7,Sunny/clear,308.5,4.9
205,19.03030303030303,2018-02-09 05:00:00,9.5,1013.8,2.7,Sunny/clear,305.5,6.9
206,15.735294117647058,2018-02-09 06:00:00,9.5,1013.8,3.1,Sunny/clear,333.0,5.95
207,14.029411764705882,2018-02-09 07:00:00,8.0,1014.05,3.3,Sunny/clear,315.0,4.85
208,14.909090909090908,2018-02-09 08:00:00,6.0,1015.2,2.6,Sunny/clear,324.5,6.25
209,15.303030303030303,2018-02-09 09:00:00,7.0,1016.85,1.1,Sunny/clear,326.5,5.1
210,13.212121212121213,2018-02-09 10:00:00,9.0,1019.0,-0.8500000000000001,Sunny/clear,323.5,6.0
211,16.242424242424242,2018-02-09 11:00:00,12.0,1020.6,-2.05,Sunny/clear,319.0,5.5
212,14.617647058823529,2018-02-09 12:00:00,13.0,1022.1,-3.05,Sunny/clear,314.5,4.4
213,11.970588235294118,2018-02-09 13:00:00,14.0,1022.55,-3.95,Sunny/clear,322.5,4.300000000000001
214,11.470588235294118,2018-02-09 14:00:00,15.0,1022.7,-4.550000000000001,Sunny/clear,327.5,3.4
215,11.176470588235293,2018-02-09 15:00:00,16.5,1023.05,-5.15,Sunny/clear,134.5,2.9
216,11.727272727272727,2018-02-09 16:00:00,17.0,1023.1500000000001,-5.75,Sunny/clear,93.0,2.2
217,11.818181818181818,2018-02-09 17:00:00,18.0,1023.8,-6.5,Sunny/clear,285.0,1.65
218,11.121212121212121,2018-02-09 18:00:00,22.0,1023.5,-8.149999999999999,Sunny/clear,117.0,1.05
219,11.757575757575758,2018-02-09 19:00:00,23.0,1023.0,-9.05,Sunny/clear,82.5,1.05
220,12.84375,2018-02-09 20:00:00,24.5,1022.3,-9.399999999999999,Sunny/clear,147.0,0.95
221,14.470588235294118,2018-02-09 21:00:00,26.0,1022.2,-9.100000000000001,Sunny/clear,205.5,1.2999999999999998
222,15.352941176470589,2018-02-09 22:00:00,25.0,1022.4,-8.7,Sunny/clear,240.0,1.45
223,14.941176470588236,2018-02-09 23:00:00,26.0,1023.05,-9.55,Sunny/clear,249.0,1.9
224,18.696969696969695,2018-02-10 00:00:00,27.0,1024.15,-8.45,Sunny/clear,260.5,1.8
225,18.0,2018-02-10 01:00:00,20.0,1024.55,-5.550000000000001,Sunny/clear,288.5,2.25
226,18.176470588235293,2018-02-10 02:00:00,17.0,1024.4,-4.300000000000001,Sunny/clear,291.0,4.65
227,12.454545454545455,2018-02-10 03:00:00,14.5,1024.05,-4.0,Sunny/clear,298.0,5.4
228,10.264705882352942,2018-02-10 04:00:00,13.0,1023.0,-3.6500000000000004,Sunny/clear,308.0,6.75
229,9.941176470588236,2018-02-10 05:00:00,12.0,1021.8499999999999,-3.2,Sunny/clear,313.0,6.699999999999999
230,9.848484848484848,2018-02-10 06:00:00,11.0,1020.95,-2.55,Sunny/clear,322.5,5.55
231,8.823529411764707,2018-02-10 07:00:00,11.0,1021.0,-2.4,Sunny/clear,311.5,6.0
232,7.911764705882353,2018-02-10 08:00:00,11.5,1020.75,-2.5,Sunny/clear,311.0,5.05
233,9.34375,2018-02-10 09:00:00,12.5,1020.75,-2.75,Sunny/clear,313.0,4.199999999999999
234,7.96969696969697,2018-02-10 10:00:00,13.0,1020.95,-3.75,Sunny/clear,301.0,3.55
235,9.147058823529411,2018-02-10 11:00:00,15.0,1021.3,-4.25,Sunny/clear,281.5,1.9
236,10.5,2018-02-10 12:00:00,16.5,1021.3,-4.699999999999999,Sunny/clear,270.0,1.45
237,10.970588235294118,2018-02-10 13:00:00,17.5,1021.3,-5.35,Sunny/clear,277.5,1.4
238,11.151515151515152,2018-02-10 14:00:00,18.0,1021.1,-4.85,Sunny/clear,285.0,2.1
239,12.941176470588236,2018-02-10 15:00:00,18.5,1021.1,-4.5,Sunny/clear,297.0,2.5
240,13.411764705882353,2018-02-10 16:00:00,19.0,1021.1500000000001,-4.4,Sunny/clear,305.5,2.45
241,13.441176470588236,2018-02-10 17:00:00,21.0,1020.75,-4.75,Sunny/clear,297.0,3.85
242,13.264705882352942,2018-02-10 18:00:00,21.0,1020.4,-5.2,Sunny/clear,299.5,3.45
243,11.212121212121213,2018-02-10 19:00:00,24.0,1019.6,-6.15,Sunny/clear,282.0,2.1
244,11.0,2018-02-10 20:00:00,21.5,1019.25,-5.800000000000001,Sunny/clear,287.5,2.75
245,10.382352941176471,2018-02-10 21:00:00,20.5,1018.9,-5.85,Sunny/clear,295.0,3.25
246,9.484848484848484,2018-02-10 22:00:00,19.0,1019.1,-5.949999999999999,Sunny/clear,301.0,4.55
247,10.212121212121213,2018-02-10 23:00:00,19.5,1019.55,-6.25,Sunny/clear,305.5,4.7
248,9.235294117647058,2018-02-11 00:00:00,19.0,1020.25,-6.25,Sunny/clear,304.0,4.9
249,9.235294117647058,2018-02-11 01:00:00,18.0,1020.8499999999999,-5.95,Sunny/clear,296.0,5.55
250,8.823529411764707,2018-02-11 02:00:00,16.0,1021.45,-5.9,Sunny/clear,303.0,6.15
251,10.363636363636363,2018-02-11 03:00:00,16.0,1021.35,-5.15,Sunny/clear,303.5,5.65
252,9.28125,2018-02-11 04:00:00,15.0,1021.1,-4.6,Sunny/clear,310.5,6.1
253,9.515151515151516,2018-02-11 05:00:00,14.0,1020.0,-3.8,Sunny/clear,312.0,5.6
254,9.205882352941176,2018-02-11 06:00:00,13.5,1019.7,-3.1,Sunny/clear,316.5,5.35
255,9.53125,2018-02-11 07:00:00,13.0,1019.25,-2.55,Sunny/clear,302.0,6.1
256,9.176470588235293,2018-02-11 08:00:00,13.0,1019.05,-2.25,Sunny/clear,297.0,6.1
257,8.411764705882353,2018-02-11 09:00:00,13.5,1019.1,-2.3499999999999996,Sunny/clear,312.5,4.45
258,8.59375,2018-02-11 10:00:00,15.0,1019.4,-2.8,Sunny/clear,311.5,3.7
259,11.088235294117647,2018-02-11 11:00:00,15.5,1019.95,-2.95,Sunny/clear,299.5,3.5
