station_id,utc_time,weather,temperature,pressure,humidity,wind_speed,wind_direction
beijing_meo,2018-02-02 20:00:00,Sunny/clear,-8.9,1034.8,32,0.7,44
beijing_meo,2018-02-02 21:00:00,Sunny/clear,-8.1,1034.5,29,1.2,351
beijing_meo,2018-02-02 22:00:00,Sunny/clear,-6.8,1034.4,26,1.5,345
beijing_meo,2018-02-02 23:00:00,Sunny/clear,-7.4,1034.3,26,1.3,7
beijing_meo,2018-02-03 00:00:00,Sunny/clear,-8.9,1034.6,33,0.5,207
beijing_meo,2018-02-03 00:00:00,Sunny/clear,-8.9,1034.6,33,0.5,207
beijing_meo,2018-02-03 01:00:00,Sunny/clear,-5.2,1034.4,26,1.6,296
beijing_meo,2018-02-03 02:00:00,Sunny/clear,-3.8,1034.0,21,1.6,300
beijing_meo,2018-02-03 03:00:00,Sunny/clear,-2.5,1033.4,19,2.0,318
beijing_meo,2018-02-03 04:00:00,Sunny/clear,-1.6,1032.6,17,2.2,295
beijing_meo,2018-02-03 05:00:00,Sunny/clear,-0.6,1031.5,14,4.3,306
beijing_meo,2018-02-03 06:00:00,Sunny/clear,0.2,1030.8,14,2.9,338
beijing_meo,2018-02-03 07:00:00,Sunny/clear,0.2,1030.7,14,3.6,335
beijing_meo,2018-02-03 08:00:00,Sunny/clear,0.3,1030.5,15,2.7,315
beijing_meo,2018-02-03 09:00:00,Sunny/clear,-0.5,1030.7,16,4.1,26
beijing_meo,2018-02-03 10:00:00,Sunny/clear,-1.7,1031.3,16,3.2,22
beijing_meo,2018-02-03 11:00:00,Sunny/clear,-2.2,1032.1,17,2.3,14
beijing_meo,2018-02-03 12:00:00,Sunny/clear,-2.6,1032.6,17,4.4,344
beijing_meo,2018-02-03 13:00:00,Sunny/clear,-3.4,1033.1,19,2.6,15
beijing_meo,2018-02-03 14:00:00,Sunny/clear,-4.5,1033.5,21,2.2,41
beijing_meo,2018-02-03 15:00:00,Sunny/clear,-4.8,1033.5,22,2.3,36
beijing_meo,2018-02-03 16:00:00,Sunny/clear,-5.1,1033.7,24,3.1,34
beijing_meo,2018-02-03 17:00:00,Sunny/clear,-6.1,1033.4,27,2.0,37
beijing_meo,2018-02-03 18:00:00,Sunny/clear,-7.5,1033.3,30,1.4,60
beijing_meo,2018-02-03 19:00:00,Sunny/clear,-8.6,1032.8,33,1.4,42
beijing_meo,2018-02-03 20:00:00,Sunny/clear,-10.2,1032.0,38,0.7,113
beijing_meo,2018-02-03 21:00:00,Sunny/clear,-10.9,1031.6,39,1.9,239
beijing_meo,2018-02-03 22:00:00,Sunny/clear,-9.5,1031.3,38,0.7,205
beijing_meo,2018-02-03 23:00:00,Sunny/clear,-9.0,1031.0,38,1.4,198
beijing_meo,2018-02-04 00:00:00,Sunny/clear,-8.4,1030.9,34,2.3,238
beijing_meo,2018-02-04 00:00:00,Sunny/clear,-8.4,1030.9,34,2.3,238
beijing_meo,2018-02-04 01:00:00,Sunny/clear,-6.1,1030.6,27,2.8,210
beijing_meo,2018-02-04 02:00:00,Sunny/clear,-4.2,1030.4,22,4.4,225
beijing_meo,2018-02-04 03:00:00,Sunny/clear,-2.9,1029.9,20,3.6,227
beijing_meo,2018-02-04 04:00:00,Sunny/clear,-1.5,1028.7,18,5.0,242
beijing_meo,2018-02-04 05:00:00,Sunny/clear,-0.2,1027.5,17,4.2,236
beijing_meo,2018-02-04 06:00:00,Sunny/clear,1.1,1026.5,16,3.2,217
beijing_meo,2018-02-04 07:00:00,Sunny/clear,1.5,1025.7,16,2.8,211
beijing_meo,2018-02-04 08:00:00,Sunny/clear,2.2,1025.1,16,2.6,223
beijing_meo,2018-02-04 09:00:00,Sunny/clear,1.4,1025.2,17,2.2,225
beijing_meo,2018-02-04 10:00:00,Sunny/clear,0.2,1025.7,19,1.6,97
beijing_meo,2018-02-04 11:00:00,Sunny/clear,-1.7,1026.7,24,1.7,54
beijing_meo,2018-02-04 12:00:00,Sunny/clear,-2.2,1027.8,25,1.9,33
beijing_meo,2018-02-04 13:00:00,Sunny/clear,-2.3,1028.4,24,1.6,36
beijing_meo,2018-02-04 14:00:00,Sunny/clear,-1.7,1029.1,22,3.2,34
beijing_meo,2018-02-04 15:00:00,Sunny/clear,-1.9,1029.6,21,4.4,19
beijing_meo,2018-02-04 16:00:00,Sunny/clear,-2.7,1030.0,21,1.9,23
beijing_meo,2018-02-04 17:00:00,Sunny/clear,-3.4,1030.1,21,5.1,25
beijing_meo,2018-02-04 18:00:00,Sunny/clear,-3.7,1030.2,22,3.7,27
beijing_meo,2018-02-04 19:00:00,Sunny/clear,-4.6,1030.5,24,3.4,46
beijing_meo,2018-02-04 20:00:00,Sunny/clear,-6.2,1030.7,29,4.7,52
beijing_meo,2018-02-04 21:00:00,Sunny/clear,-7.2,1030.9,30,3.5,46
beijing_meo,2018-02-04 22:00:00,Sunny/clear,-7.8,1031.1,29,4.3,56
beijing_meo,2018-02-04 23:00:00,Sunny/clear,-8.2,1031.6,30,4.0,60
beijing_meo,2018-02-05 00:00:00,Sunny/clear,-8.1,1032.2,29,2.8,63
beijing_meo,2018-02-05 00:00:00,Sunny/clear,-8.1,1032.2,29,2.8,63
beijing_meo,2018-02-05 01:00:00,Sunny/clear,-6.9,1032.3,25,3.7,43
beijing_meo,2018-02-05 02:00:00,Sunny/clear,-5.4,1032.1,20,4.5,28
beijing_meo,2018-02-05 03:00:00,Sunny/clear,-3.6,1031.9,19,4.9,25
beijing_meo,2018-02-05 04:00:00,Sunny/clear,-3.0,1031.0,18,4.9,19
beijing_meo,2018-02-05 05:00:00,Sunny/clear,-2.0,1029.7,15,5.3,12
beijing_meo,2018-02-05 06:00:00,Sunny/clear,-1.4,1028.6,13,6.0,25
beijing_meo,2018-02-05 07:00:00,Sunny/clear,-0.6,1028.0,12,6.1,20
beijing_meo,2018-02-05 08:00:00,Sunny/clear,-0.5,1028.0,12,5.3,7
beijing_meo,2018-02-05 09:00:00,Sunny/clear,-0.6,1028.0,13,4.0,15
beijing_meo,2018-02-05 10:00:00,Sunny/clear,-2.2,1028.6,15,3.7,85
beijing_meo,2018-02-05 11:00:00,Sunny/clear,-3.5,1029.7,16,1.5,127
beijing_meo,2018-02-05 12:00:00,Sunny/clear,-4.6,1030.0,18,1.5,88
beijing_meo,2018-02-05 13:00:00,Sunny/clear,-4.8,1030.5,17,2.2,89
beijing_meo,2018-02-05 14:00:00,Sunny/clear,-5.6,1030.6,19,1.3,81
beijing_meo,2018-02-05 15:00:00,Sunny/clear,-6.4,1030.3,21,2.1,53
beijing_meo,2018-02-05 16:00:00,Sunny/clear,-7.9,1029.9,26,1.5,44
beijing_meo,2018-02-05 17:00:00,Sunny/clear,-9.2,1029.7,29,0.0,999017
beijing_meo,2018-02-05 18:00:00,Sunny/clear,-11.0,1029.2,35,0.0,999017
beijing_meo,2018-02-05 19:00:00,Sunny/clear,-11.1,1028.6,34,1.3,225
beijing_meo,2018-02-05 20:00:00,Sunny/clear,-11.6,1028.1,42,0.5,204
beijing_meo,2018-02-05 21:00:00,Sunny/clear,-12.0,1027.8,43,0.4,158
beijing_meo,2018-02-05 22:00:00,Sunny/clear,-11.7,1027.5,43,0.9,226
beijing_meo,2018-02-05 23:00:00,Sunny/clear,-11.7,1027.6,45,0.7,115
beijing_meo,2018-02-06 00:00:00,Sunny/clear,-10.7,1027.6,43,0.0,999017
beijing_meo,2018-02-06 00:00:00,Sunny/clear,-10.7,1027.6,43,0.0,999017
beijing_meo,2018-02-06 01:00:00,Sunny/clear,-5.7,1027.5,23,1.8,253
beijing_meo,2018-02-06 02:00:00,Sunny/clear,-4.3,1027.0,23,2.6,195
beijing_meo,2018-02-06 03:00:00,Sunny/clear,-2.6,1026.2,23,2.1,188
beijing_meo,2018-02-06 04:00:00,Sunny/clear,-1.4,1024.7,22,3.2,267
beijing_meo,2018-02-06 05:00:00,Hail,0.1,1023.0,21,3.8,203
beijing_meo,2018-02-06 06:00:00,Hail,0.8,1021.6,21,5.0,208
beijing_meo,2018-02-06 07:00:00,Hail,1.5,1020.7,21,4.3,238
beijing_meo,2018-02-06 08:00:00,Hail,1.6,1020.3,22,3.8,224
beijing_meo,2018-02-06 09:00:00,Sunny/clear,0.9,1019.9,23,3.8,229
beijing_meo,2018-02-06 10:00:00,Sunny/clear,-0.5,1020.2,26,1.4,206
beijing_meo,2018-02-06 11:00:00,Sunny/clear,-1.1,1020.3,28,2.5,202
beijing_meo,2018-02-06 12:00:00,Sunny/clear,-1.6,1020.0,30,2.8,216
beijing_meo,2018-02-06 13:00:00,Sunny/clear,-2.5,1020.4,31,1.1,239
beijing_meo,2018-02-06 14:00:00,Sunny/clear,-2.6,1020.1,32,1.6,235
beijing_meo,2018-02-06 15:00:00,Sunny/clear,-2.6,1019.5,32,2.0,201
beijing_meo,2018-02-06 16:00:00,Sunny/clear,-3.9,1019.5,35,0.8,165
beijing_meo,2018-02-06 17:00:00,Hail,-6.1,1019.3,42,1.1,45
beijing_meo,2018-02-06 18:00:00,Sunny/clear,-5.3,1019.3,41,1.2,63
beijing_meo,2018-02-06 19:00:00,Hail,-6.1,1019.0,50,2.6,69
beijing_meo,2018-02-06 20:00:00,Hail,-7.0,1019.3,63,2.1,67
beijing_meo,2018-02-06 21:00:00,Hail,-7.2,1019.8,67,2.7,65
beijing_meo,2018-02-06 22:00:00,Sunny/clear,-7.9,1020.4,70,0.7,21
beijing_meo,2018-02-06 23:00:00,Hail,-6.6,1021.2,60,2.4,6
beijing_meo,2018-02-07 00:00:00,Sunny/clear,-3.0,1022.4,26,2.6,345
beijing_meo,2018-02-07 00:00:00,Sunny/clear,-3.0,1022.4,26,2.6,345
beijing_meo,2018-02-07 01:00:00,Sunny/clear,-2.9,1023.4,21,8.1,351
beijing_meo,2018-02-07 02:00:00,Sunny/clear,-2.6,1024.0,19,7.0,335
beijing_meo,2018-02-07 03:00:00,Sunny/clear,-2.1,1024.6,18,7.4,339
beijing_meo,2018-02-07 04:00:00,Sunny/clear,-1.1,1024.4,19,4.8,332
beijing_meo,2018-02-07 05:00:00,Sunny/clear,0.1,1023.9,17,3.5,353
beijing_meo,2018-02-07 06:00:00,Sunny/clear,0.2,1023.7,16,6.0,344
beijing_meo,2018-02-07 07:00:00,Sunny/clear,0.9,1023.4,16,4.5,321
beijing_meo,2018-02-07 08:00:00,Sunny/clear,0.7,1023.4,16,6.1,318
beijing_meo,2018-02-07 09:00:00,Sunny/clear,0.4,1023.7,17,4.3,323
beijing_meo,2018-02-07 10:00:00,Sunny/clear,-0.3,1023.9,18,2.3,331
beijing_meo,2018-02-07 11:00:00,Sunny/clear,-0.6,1024.4,18,2.8,336
beijing_meo,2018-02-07 12:00:00,Sunny/clear,-1.4,1024.7,18,3.2,359
beijing_meo,2018-02-07 13:00:00,Sunny/clear,-2.2,1025.0,18,2.9,10
beijing_meo,2018-02-07 14:00:00,Sunny/clear,-3.5,1025.0,21,1.0,28
beijing_meo,2018-02-07 15:00:00,Sunny/clear,-4.7,1024.1,22,1.8,41
beijing_meo,2018-02-07 16:00:00,Sunny/clear,-5.7,1023.8,27,1.6,65
beijing_meo,2018-02-07 17:00:00,Sunny/clear,-7.2,1023.3,31,0.7,93
beijing_meo,2018-02-07 18:00:00,Sunny/clear,-9.0,1023.2,36,0.9,106
beijing_meo,2018-02-07 19:00:00,Sunny/clear,-9.5,1022.2,36,1.4,235
beijing_meo,2018-02-07 20:00:00,Sunny/clear,-8.9,1021.4,36,1.2,209
beijing_meo,2018-02-07 21:00:00,Sunny/clear,-10.5,1020.4,42,0.0,999017
beijing_meo,2018-02-07 22:00:00,Sunny/clear,-9.9,1019.8,42,0.9,42
beijing_meo,2018-02-07 23:00:00,Sunny/clear,-10.9,1019.4,54,1.3,47
beijing_meo,2018-02-08 00:00:00,Hail,-10.0,1019.9,64,1.7,55
beijing_meo,2018-02-08 00:00:00,Hail,-10.0,1019.9,64,1.7,55
beijing_meo,2018-02-08 01:00:00,Hail,-7.1,1019.7,58,1.7,86
beijing_meo,2018-02-08 02:00:00,Hail,-5.7,1019.6,50,0.6,358
beijing_meo,2018-02-08 03:00:00,Hail,-2.8,1018.5,25,2.0,188
beijing_meo,2018-02-08 04:00:00,Sunny/clear,0.1,1016.9,18,4.7,223
beijing_meo,2018-02-08 05:00:00,Sunny/clear,0.5,1015.6,17,4.8,236
beijing_meo,2018-02-08 06:00:00,Sunny/clear,0.7,1014.0,16,5.3,205
beijing_meo,2018-02-08 07:00:00,Sunny/clear,1.3,1013.4,17,2.1,229
beijing_meo,2018-02-08 08:00:00,Sunny/clear,1.3,1012.8,16,2.0,240
beijing_meo,2018-02-08 09:00:00,Sunny/clear,1.1,1012.8,17,1.1,221
beijing_meo,2018-02-08 10:00:00,Sunny/clear,0.4,1013.0,18,0.9,223
beijing_meo,2018-02-08 11:00:00,Sunny/clear,0.0,1013.0,20,1.0,125
beijing_meo,2018-02-08 12:00:00,Sunny/clear,-2.5,1013.0,26,0.7,119
beijing_meo,2018-02-08 13:00:00,Sunny/clear,-3.6,1012.7,30,1.0,97
beijing_meo,2018-02-08 14:00:00,Sunny/clear,-5.1,1012.7,36,0.6,59
beijing_meo,2018-02-08 15:00:00,Sunny/clear,-3.9,1012.9,31,2.0,61
beijing_meo,2018-02-08 16:00:00,Hail,-4.3,1012.5,35,2.1,33
beijing_meo,2018-02-08 17:00:00,Hail,-5.4,1012.7,47,1.3,53
beijing_meo,2018-02-08 18:00:00,Sunny/clear,-6.1,1012.4,53,1.5,61
beijing_meo,2018-02-08 19:00:00,Hail,-6.5,1012.6,56,1.8,82
beijing_meo,2018-02-08 20:00:00,Hail,-7.1,1012.6,60,1.3,38
beijing_meo,2018-02-08 21:00:00,Hail,-7.2,1012.2,62,1.7,80
beijing_meo,2018-02-08 22:00:00,Hail,-6.8,1012.9,59,1.1,97
beijing_meo,2018-02-08 23:00:00,Hail,-6.2,1013.4,55,1.0,81
beijing_meo,2018-02-09 00:00:00,Hail,-5.3,1014.3,54,1.6,68
beijing_meo,2018-02-09 00:00:00,Hail,-5.3,1014.3,54,1.6,68
beijing_meo,2018-02-09 01:00:00,Sunny/clear,-1.6,1015.3,33,0.8,215
beijing_meo,2018-02-09 02:00:00,Hail,2.5,1015.1,20,5.7,340
beijing_meo,2018-02-09 03:00:00,Sunny/clear,2.1,1016.2,18,9.6,351
beijing_meo,2018-02-09 04:00:00,Sunny/clear,2.6,1016.7,13,10.0,358
beijing_meo,2018-02-09 05:00:00,Sunny/clear,2.9,1017.0,9,5.5,327
beijing_meo,2018-02-09 06:00:00,Sunny/clear,3.1,1017.2,9,5.1,336
beijing_meo,2018-02-09 07:00:00,Sunny/clear,3.6,1017.3,8,4.8,318
beijing_meo,2018-02-09 08:00:00,Sunny/clear,3.0,1018.3,6,7.4,352
beijing_meo,2018-02-09 09:00:00,Sunny/clear,1.7,1019.3,7,6.6,343
beijing_meo,2018-02-09 10:00:00,Sunny/clear,0.2,1021.1,8,7.9,334
beijing_meo,2018-02-09 11:00:00,Sunny/clear,-1.0,1022.9,10,6.1,331
beijing_meo,2018-02-09 12:00:00,Sunny/clear,-2.0,1025.4,12,5.0,339
beijing_meo,2018-02-09 13:00:00,Sunny/clear,-2.8,1025.8,13,4.9,325
beijing_meo,2018-02-09 14:00:00,Sunny/clear,-3.5,1026.1,15,2.3,350
beijing_meo,2018-02-09 15:00:00,Sunny/clear,-4.3,1026.5,16,2.8,11
beijing_meo,2018-02-09 16:00:00,Sunny/clear,-4.7,1026.8,17,2.4,10
beijing_meo,2018-02-09 17:00:00,Sunny/clear,-5.4,1027.3,18,1.8,5
beijing_meo,2018-02-09 18:00:00,Sunny/clear,-8.0,1027.1,22,0.0,999017
beijing_meo,2018-02-09 19:00:00,Sunny/clear,-9.6,1026.8,26,0.3,200
beijing_meo,2018-02-09 20:00:00,Sunny/clear,-10.2,1026.1,29,0.8,44
beijing_meo,2018-02-09 21:00:00,Sunny/clear,-8.6,1025.9,26,1.2,25
beijing_meo,2018-02-09 22:00:00,Sunny/clear,-6.2,1025.8,20,1.2,345
beijing_meo,2018-02-09 23:00:00,Sunny/clear,-8.3,1026.4,26,2.0,235
beijing_meo,2018-02-10 00:00:00,Sunny/clear,-7.5,1027.7,24,2.5,273
beijing_meo,2018-02-10 00:00:00,Sunny/clear,-7.5,1027.7,24,2.5,273
beijing_meo,2018-02-10 01:00:00,Sunny/clear,-5.2,1028.0,20,2.7,259
beijing_meo,2018-02-10 02:00:00,Sunny/clear,-3.1,1027.7,17,4.9,328
beijing_meo,2018-02-10 03:00:00,Sunny/clear,-3.0,1027.5,16,6.2,333
beijing_meo,2018-02-10 04:00:00,Sunny/clear,-2.6,1026.2,14,5.8,346
beijing_meo,2018-02-10 05:00:00,Sunny/clear,-2.6,1025.1,12,8.0,349
beijing_meo,2018-02-10 06:00:00,Sunny/clear,-1.8,1024.1,11,6.7,336
beijing_meo,2018-02-10 07:00:00,Sunny/clear,-1.6,1024.2,11,4.9,332
beijing_meo,2018-02-10 08:00:00,Sunny/clear,-1.4,1024.2,10,5.1,330
beijing_meo,2018-02-10 09:00:00,Sunny/clear,-2.0,1024.1,12,3.8,334
beijing_meo,2018-02-10 10:00:00,Sunny/clear,-2.6,1024.4,13,3.6,305
beijing_meo,2018-02-10 11:00:00,Sunny/clear,-3.1,1024.9,15,1.7,331
beijing_meo,2018-02-10 12:00:00,Sunny/clear,-3.6,1024.9,15,2.4,295
beijing_meo,2018-02-10 13:00:00,Sunny/clear,-4.5,1024.8,18,1.0,291
beijing_meo,2018-02-10 14:00:00,Sunny/clear,-5.1,1024.6,20,1.3,332
beijing_meo,2018-02-10 15:00:00,Sunny/clear,-6.1,1024.5,22,2.0,300
beijing_meo,2018-02-10 16:00:00,Sunny/clear,-3.4,1024.4,18,2.9,338
beijing_meo,2018-02-10 17:00:00,Sunny/clear,-3.6,1023.9,23,3.4,340
beijing_meo,2018-02-10 18:00:00,Sunny/clear,-4.0,1023.5,24,5.4,340
beijing_meo,2018-02-10 19:00:00,Sunny/clear,-4.6,1023.1,26,1.6,336
beijing_meo,2018-02-10 20:00:00,Sunny/clear,-4.7,1022.7,23,2.1,344
beijing_meo,2018-02-10 21:00:00,Sunny/clear,-5.2,1022.3,22,3.0,315
beijing_meo,2018-02-10 22:00:00,Sunny/clear,-4.7,1022.5,19,6.2,306
beijing_meo,2018-02-10 23:00:00,Sunny/clear,-5.3,1023.0,20,7.2,319
beijing_meo,2018-02-11 00:00:00,Sunny/clear,-5.4,1023.6,18,4.3,334
beijing_meo,2018-02-11 00:00:00,Sunny/clear,-5.4,1023.6,18,4.3,334
beijing_meo,2018-02-11 01:00:00,Sunny/clear,-5.1,1024.3,18,7.9,339
beijing_meo,2018-02-11 02:00:00,Sunny/clear,-5.0,1024.6,16,6.3,347
beijing_meo,2018-02-11 03:00:00,Sunny/clear,-4.8,1024.8,15,6.6,329
beijing_meo,2018-02-11 04:00:00,Sunny/clear,-4.1,1024.3,15,6.6,10
beijing_meo,2018-02-11 05:00:00,Sunny/clear,-3.3,1023.6,14,5.4,310
beijing_meo,2018-02-11 06:00:00,Sunny/clear,-2.6,1023.1,13,6.5,316
beijing_meo,2018-02-11 07:00:00,Sunny/clear,-2.3,1022.9,13,6.1,322
beijing_meo,2018-02-11 08:00:00,Sunny/clear,-1.8,1022.5,13,5.7,320
beijing_meo,2018-02-11 09:00:00,Sunny/clear,-1.7,1022.5,13,5.8,324
beijing_meo,2018-02-11 10:00:00,Sunny/clear,-2.2,1022.8,14,3.2,302
beijing_meo,2018-02-11 11:00:00,Sunny/clear,-2.2,1023.3,15,3.1,302
beijing_meo,2018-02-11 12:00:00,Sunny/clear,-2.2,1023.6,16,1.8,299
beijing_meo,2018-02-11 13:00:00,Sunny/clear,-2.2,1023.8,17,2.3,338
beijing_meo,2018-02-11 14:00:00,Sunny/clear,-2.1,1024.2,17,2.4,289
beijing_meo,2018-02-11 15:00:00,Sunny/clear,-1.8,1023.7,16,4.8,331
beijing_meo,2018-02-11 16:00:00,Sunny/clear,-2.2,1023.3,17,3.6,286
beijing_meo,2018-02-11 17:00:00,Sunny/clear,-2.4,1022.7,18,1.9,318
beijing_meo,2018-02-11 18:00:00,Sunny/clear,-2.4,1022.4,19,3.3,311
beijing_meo,2018-02-11 19:00:00,Sunny/clear,-4.3,1021.9,21,2.1,215
beijing_meo,2018-02-11 20:00:00,Sunny/clear,-5.9,1021.3,22,1.1,85
beijing_meo,2018-02-11 21:00:00,Sunny/clear,-2.2,1021.0,20,2.9,290
beijing_meo,2018-02-11 22:00:00,Sunny/clear,-2.5,1020.9,21,2.5,330
beijing_meo,2018-02-11 23:00:00,Sunny/clear,-2.2,1021.3,20,3.1,343
beijing_meo,2018-02-12 00:00:00,Sunny/clear,-2.6,1021.9,22,2.7,297
beijing_meo,2018-02-12 00:00:00,Sunny/clear,-2.6,1021.9,22,2.7,297
beijing_meo,2018-02-12 01:00:00,Sunny/clear,-0.4,1021.8,17,4.2,295
beijing_meo,2018-02-12 02:00:00,Sunny/clear,0.7,1021.6,16,7.0,304
beijing_meo,2018-02-12 03:00:00,Sunny/clear,1.8,1021.3,16,4.7,331
beijing_meo,2018-02-12 04:00:00,Sunny/clear,2.8,1020.3,15,6.1,320
beijing_meo,2018-02-12 05:00:00,Sunny/clear,4.1,1019.2,14,4.5,333
beijing_meo,2018-02-12 06:00:00,Sunny/clear,4.6,1018.3,13,3.7,278
beijing_meo,2018-02-12 07:00:00,Sunny/clear,5.0,1017.9,12,4.0,240
beijing_meo,2018-02-12 08:00:00,Sunny/clear,5.1,1017.4,12,4.2,246
beijing_meo,2018-02-12 09:00:00,Sunny/clear,4.8,1016.8,12,3.1,215
beijing_meo,2018-02-12 10:00:00,Sunny/clear,3.6,1016.7,14,3.6,223
beijing_meo,2018-02-12 11:00:00,Sunny/clear,3.0,1016.6,14,3.2,229
beijing_meo,2018-02-12 12:00:00,Sunny/clear,2.1,1016.5,15,2.4,241
beijing_meo,2018-02-12 13:00:00,Sunny/clear,1.7,1016.1,16,2.4,256
beijing_meo,2018-02-12 14:00:00,Sunny/clear,0.4,1015.9,17,1.4,176
beijing_meo,2018-02-12 15:00:00,Sunny/clear,0.0,1015.2,18,2.0,240
beijing_meo,2018-02-12 16:00:00,Sunny/clear,-1.6,1014.9,21,0.3,203
beijing_meo,2018-02-12 17:00:00,Sunny/clear,-2.8,1014.5,24,0.7,218
beijing_meo,2018-02-12 18:00:00,Sunny/clear,-4.7,1014.3,29,0.6,135
beijing_meo,2018-02-12 19:00:00,Sunny/clear,-5.4,1013.9,32,0.4,110
beijing_meo,2018-02-12 20:00:00,Hail,-5.7,1013.6,34,1.0,38
beijing_meo,2018-02-12 21:00:00,Sunny/clear,-5.0,1013.1,34,1.2,101
beijing_meo,2018-02-12 22:00:00,Sunny/clear,-5.1,1012.9,35,1.6,47
