,PM2.5,utc_time
63,313.94117647058823,2017-01-04 05:00:00
64,312.96875,2017-01-04 06:00:00
65,305.38235294117646,2017-01-04 07:00:00
66,297.7647058823529,2017-01-04 08:00:00
67,335.4375,2017-01-04 09:00:00
68,353.03225806451616,2017-01-04 10:00:00
69,361.97058823529414,2017-01-04 11:00:00
70,368.48571428571427,2017-01-04 12:00:00
71,349.57142857142856,2017-01-04 13:00:00
72,337.0,2017-01-04 14:00:00
73,310.0571428571429,2017-01-04 15:00:00
74,267.02941176470586,2017-01-04 16:00:00
75,238.37142857142857,2017-01-04 17:00:00
76,220.64705882352942,2017-01-04 18:00:00
77,223.2,2017-01-04 19:00:00
78,237.45714285714286,2017-01-04 20:00:00
79,260.8235294117647,2017-01-04 21:00:00
80,285.2857142857143,2017-01-04 22:00:00
81,278.9142857142857,2017-01-04 23:00:00
82,264.45714285714286,2017-01-05 00:00:00
83,262.6,2017-01-05 01:00:00
84,263.45714285714286,2017-01-05 02:00:00
85,262.1714285714286,2017-01-05 03:00:00
86,260.22857142857146,2017-01-05 04:00:00
87,235.90625,2017-01-05 05:00:00
88,215.16129032258064,2017-01-05 06:00:00
89,188.8709677419355,2017-01-05 07:00:00
90,173.63636363636363,2017-01-05 08:00:00
91,185.96774193548387,2017-01-05 09:00:00
92,189.21875,2017-01-05 10:00:00
93,192.125,2017-01-05 11:00:00
94,192.86666666666667,2017-01-05 12:00:00
95,189.14705882352942,2017-01-05 13:00:00
96,194.33333333333334,2017-01-05 14:00:00
97,195.45714285714286,2017-01-05 15:00:00
98,193.65714285714284,2017-01-05 16:00:00
99,190.61764705882354,2017-01-05 17:00:00
100,188.41176470588235,2017-01-05 18:00:00
101,199.1764705882353,2017-01-05 19:00:00
102,191.02857142857144,2017-01-05 20:00:00
103,183.4857142857143,2017-01-05 21:00:00
104,180.28571428571428,2017-01-05 22:00:00
105,183.45714285714286,2017-01-05 23:00:00
106,185.0,2017-01-06 00:00:00
107,193.97058823529412,2017-01-06 01:00:00
108,206.54285714285714,2017-01-06 02:00:00
109,206.5151515151515,2017-01-06 03:00:00
110,202.1818181818182,2017-01-06 04:00:00
111,195.15625,2017-01-06 05:00:00
112,195.21212121212122,2017-01-06 06:00:00
113,191.88235294117646,2017-01-06 07:00:00
114,188.6764705882353,2017-01-06 08:00:00
115,196.45714285714286,2017-01-06 09:00:00
116,198.77142857142857,2017-01-06 10:00:00
117,209.14705882352942,2017-01-06 11:00:00
118,217.5142857142857,2017-01-06 12:00:00
119,224.41176470588235,2017-01-06 13:00:00
120,224.6764705882353,2017-01-06 14:00:00
121,226.33333333333334,2017-01-06 15:00:00
122,226.11764705882354,2017-01-06 16:00:00
123,229.1764705882353,2017-01-06 17:00:00
124,229.5,2017-01-06 18:00:00
125,225.96969696969697,2017-01-06 19:00:00
126,226.74285714285713,2017-01-06 20:00:00
127,227.45714285714286,2017-01-06 21:00:00
128,217.7058823529412,2017-01-06 22:00:00
129,209.91176470588235,2017-01-06 23:00:00
130,207.2058823529412,2017-01-07 00:00:00
131,205.26470588235293,2017-01-07 01:00:00
132,203.45454545454547,2017-01-07 02:00:00
133,199.44117647058823,2017-01-07 03:00:00
134,198.61764705882354,2017-01-07 04:00:00
135,174.14705882352942,2017-01-07 05:00:00
136,153.6,2017-01-07 06:00:00
137,136.05714285714285,2017-01-07 07:00:00
138,122.79411764705883,2017-01-07 08:00:00
139,124.3030303030303,2017-01-07 09:00:00
140,122.08571428571429,2017-01-07 10:00:00
141,133.52941176470588,2017-01-07 11:00:00
142,140.0857142857143,2017-01-07 12:00:00
143,143.11764705882354,2017-01-07 13:00:00
144,153.2941176470588,2017-01-07 14:00:00
145,160.7058823529412,2017-01-07 15:00:00
146,155.68571428571428,2017-01-07 16:00:00
147,135.02941176470588,2017-01-07 17:00:00
148,105.94117647058823,2017-01-07 18:00:00
149,84.41176470588235,2017-01-07 19:00:00
150,65.22857142857143,2017-01-07 20:00:00
151,52.85294117647059,2017-01-07 21:00:00
152,46.6764705882353,2017-01-07 22:00:00
153,36.714285714285715,2017-01-07 23:00:00
154,36.05714285714286,2017-01-08 00:00:00
155,37.05882352941177,2017-01-08 01:00:00
156,39.114285714285714,2017-01-08 02:00:00
157,42.285714285714285,2017-01-08 03:00:00
158,45.11764705882353,2017-01-08 04:00:00
159,49.45454545454545,2017-01-08 05:00:00
160,53.4,2017-01-08 06:00:00
161,63.51428571428571,2017-01-08 07:00:00
162,74.25714285714285,2017-01-08 08:00:00
163,76.6,2017-01-08 09:00:00
164,75.02857142857142,2017-01-08 10:00:00
165,71.48571428571428,2017-01-08 11:00:00
166,53.45454545454545,2017-01-08 12:00:00
167,37.02857142857143,2017-01-08 13:00:00
168,24.62857142857143,2017-01-08 14:00:00
169,22.176470588235293,2017-01-08 15:00:00
170,19.147058823529413,2017-01-08 16:00:00
171,15.176470588235293,2017-01-08 17:00:00
172,14.647058823529411,2017-01-08 18:00:00
173,13.0,2017-01-08 19:00:00
174,12.5,2017-01-08 20:00:00
175,12.088235294117647,2017-01-08 21:00:00
176,12.028571428571428,2017-01-08 22:00:00
177,13.114285714285714,2017-01-08 23:00:00
178,14.441176470588236,2017-01-09 00:00:00
179,16.363636363636363,2017-01-09 01:00:00
180,17.875,2017-01-09 02:00:00
181,15.636363636363637,2017-01-09 03:00:00
182,14.464285714285714,2017-01-09 04:00:00
183,14.848484848484848,2017-01-09 05:00:00
184,17.529411764705884,2017-01-09 06:00:00
185,23.677419354838708,2017-01-09 07:00:00
186,33.5,2017-01-09 08:00:00
187,39.06666666666667,2017-01-09 09:00:00
188,49.73529411764706,2017-01-09 10:00:00
189,67.0,2017-01-09 11:00:00
190,86.91176470588235,2017-01-09 12:00:00
191,106.05882352941177,2017-01-09 13:00:00
192,124.44117647058823,2017-01-09 14:00:00
193,124.08823529411765,2017-01-09 15:00:00
194,100.8529411764706,2017-01-09 16:00:00
195,59.11764705882353,2017-01-09 17:00:00
196,27.78787878787879,2017-01-09 18:00:00
197,12.818181818181818,2017-01-09 19:00:00
198,6.0,2017-01-09 20:00:00
199,6.0588235294117645,2017-01-09 21:00:00
200,6.636363636363637,2017-01-09 22:00:00
201,7.294117647058823,2017-01-09 23:00:00
202,8.823529411764707,2017-01-10 00:00:00
203,10.941176470588236,2017-01-10 01:00:00
204,10.545454545454545,2017-01-10 02:00:00
205,9.090909090909092,2017-01-10 03:00:00
206,8.212121212121213,2017-01-10 04:00:00
207,9.363636363636363,2017-01-10 05:00:00
208,16.058823529411764,2017-01-10 06:00:00
209,19.696969696969695,2017-01-10 07:00:00
210,21.393939393939394,2017-01-10 08:00:00
211,29.41176470588235,2017-01-10 09:00:00
212,36.542857142857144,2017-01-10 10:00:00
213,51.628571428571426,2017-01-10 11:00:00
214,65.23529411764706,2017-01-10 12:00:00
215,70.6,2017-01-10 13:00:00
216,73.31428571428572,2017-01-10 14:00:00
217,75.8,2017-01-10 15:00:00
218,75.03030303030303,2017-01-10 16:00:00
219,74.57575757575758,2017-01-10 17:00:00
220,73.76470588235294,2017-01-10 18:00:00
221,74.38235294117646,2017-01-10 19:00:00
222,72.67647058823529,2017-01-10 20:00:00
223,73.20588235294117,2017-01-10 21:00:00
224,70.61764705882354,2017-01-10 22:00:00
225,67.97058823529412,2017-01-10 23:00:00
226,69.08823529411765,2017-01-11 00:00:00
227,72.82352941176471,2017-01-11 01:00:00
228,75.74285714285715,2017-01-11 02:00:00
229,83.75757575757575,2017-01-11 03:00:00
230,86.25714285714285,2017-01-11 04:00:00
231,87.23529411764706,2017-01-11 05:00:00
232,69.36363636363636,2017-01-11 06:00:00
233,61.114285714285714,2017-01-11 07:00:00
234,68.02941176470588,2017-01-11 08:00:00
235,80.6470588235294,2017-01-11 09:00:00
236,82.18181818181819,2017-01-11 10:00:00
237,88.61764705882354,2017-01-11 11:00:00
238,93.42424242424242,2017-01-11 12:00:00
239,82.93939393939394,2017-01-11 13:00:00
240,68.03030303030303,2017-01-11 14:00:00
241,58.303030303030305,2017-01-11 15:00:00
242,53.03030303030303,2017-01-11 16:00:00
243,48.90909090909091,2017-01-11 17:00:00
244,47.78125,2017-01-11 18:00:00
245,43.875,2017-01-11 19:00:00
246,41.63636363636363,2017-01-11 20:00:00
247,42.03030303030303,2017-01-11 21:00:00
248,40.0,2017-01-11 22:00:00
249,37.294117647058826,2017-01-11 23:00:00
250,42.96969696969697,2017-01-12 00:00:00
251,40.71875,2017-01-12 01:00:00
252,51.875,2017-01-12 02:00:00
253,47.44117647058823,2017-01-12 03:00:00
254,49.96969696969697,2017-01-12 04:00:00
255,60.06060606060606,2017-01-12 05:00:00
256,64.3125,2017-01-12 06:00:00
257,67.78787878787878,2017-01-12 07:00:00
258,76.45454545454545,2017-01-12 08:00:00
259,84.18181818181819,2017-01-12 09:00:00
260,92.51515151515152,2017-01-12 10:00:00
261,106.84848484848484,2017-01-12 11:00:00
262,112.59375,2017-01-12 12:00:00
263,83.0,2017-01-12 13:00:00
264,42.1875,2017-01-12 14:00:00
265,28.818181818181817,2017-01-12 15:00:00
266,25.294117647058822,2017-01-12 16:00:00
267,22.484848484848484,2017-01-12 17:00:00
268,17.114285714285714,2017-01-12 18:00:00
269,11.970588235294118,2017-01-12 19:00:00
270,12.151515151515152,2017-01-12 20:00:00
271,10.0,2017-01-12 21:00:00
272,11.0,2017-01-12 22:00:00
273,13.588235294117647,2017-01-12 23:00:00
274,13.735294117647058,2017-01-13 00:00:00
275,14.96875,2017-01-13 01:00:00
276,15.696969696969697,2017-01-13 02:00:00
277,14.676470588235293,2017-01-13 03:00:00
278,12.636363636363637,2017-01-13 04:00:00
279,12.454545454545455,2017-01-13 05:00:00
280,13.28125,2017-01-13 06:00:00
281,12.393939393939394,2017-01-13 07:00:00
282,11.9375,2017-01-13 08:00:00
283,12.818181818181818,2017-01-13 09:00:00
284,14.454545454545455,2017-01-13 10:00:00
285,17.303030303030305,2017-01-13 11:00:00
286,17.914285714285715,2017-01-13 12:00:00
287,18.676470588235293,2017-01-13 13:00:00
288,17.857142857142858,2017-01-13 14:00:00
289,17.514285714285716,2017-01-13 15:00:00
290,20.085714285714285,2017-01-13 16:00:00
291,19.257142857142856,2017-01-13 17:00:00
292,19.352941176470587,2017-01-13 18:00:00
293,20.62857142857143,2017-01-13 19:00:00
294,18.228571428571428,2017-01-13 20:00:00
295,19.057142857142857,2017-01-13 21:00:00
296,19.142857142857142,2017-01-13 22:00:00
297,20.2,2017-01-13 23:00:00
298,24.558823529411764,2017-01-14 00:00:00
299,24.714285714285715,2017-01-14 01:00:00
300,25.41176470588235,2017-01-14 02:00:00
301,24.34285714285714,2017-01-14 03:00:00
302,21.97142857142857,2017-01-14 04:00:00
303,20.352941176470587,2017-01-14 05:00:00
304,20.485714285714284,2017-01-14 06:00:00
305,20.428571428571427,2017-01-14 07:00:00
306,21.941176470588236,2017-01-14 08:00:00
307,25.58823529411765,2017-01-14 09:00:00
308,31.4,2017-01-14 10:00:00
309,43.542857142857144,2017-01-14 11:00:00
310,48.205882352941174,2017-01-14 12:00:00
311,55.55882352941177,2017-01-14 13:00:00
312,53.371428571428574,2017-01-14 14:00:00
313,47.34285714285714,2017-01-14 15:00:00
314,45.857142857142854,2017-01-14 16:00:00
315,46.94117647058823,2017-01-14 17:00:00
316,44.8,2017-01-14 18:00:00
317,44.8,2017-01-14 19:00:00
318,44.628571428571426,2017-01-14 20:00:00
319,42.878787878787875,2017-01-14 21:00:00
320,43.285714285714285,2017-01-14 22:00:00
321,45.4,2017-01-14 23:00:00
322,44.4,2017-01-15 00:00:00
323,46.970588235294116,2017-01-15 01:00:00
324,50.42857142857143,2017-01-15 02:00:00
325,51.05714285714286,2017-01-15 03:00:00
326,53.457142857142856,2017-01-15 04:00:00
327,55.31428571428572,2017-01-15 05:00:00
328,63.05882352941177,2017-01-15 06:00:00
329,68.05714285714286,2017-01-15 07:00:00
330,71.22857142857143,2017-01-15 08:00:00
331,76.37142857142857,2017-01-15 09:00:00
332,78.91428571428571,2017-01-15 10:00:00
333,83.65714285714286,2017-01-15 11:00:00
334,88.0,2017-01-15 12:00:00
335,96.34285714285714,2017-01-15 13:00:00
336,94.11428571428571,2017-01-15 14:00:00
337,96.0,2017-01-15 15:00:00
338,99.97142857142858,2017-01-15 16:00:00
339,100.52941176470588,2017-01-15 17:00:00
340,100.2,2017-01-15 18:00:00
341,96.51428571428572,2017-01-15 19:00:00
342,94.74285714285715,2017-01-15 20:00:00
343,94.0,2017-01-15 21:00:00
344,94.74285714285715,2017-01-15 22:00:00
345,93.34285714285714,2017-01-15 23:00:00
346,92.0,2017-01-16 00:00:00
347,88.52941176470588,2017-01-16 01:00:00
348,84.4,2017-01-16 02:00:00
349,81.54285714285714,2017-01-16 03:00:00
350,88.36363636363636,2017-01-16 04:00:00
351,89.0,2017-01-16 05:00:00
352,94.93939393939394,2017-01-16 06:00:00
353,98.87878787878788,2017-01-16 07:00:00
354,101.0625,2017-01-16 08:00:00
355,113.37142857142857,2017-01-16 09:00:00
356,119.0,2017-01-16 10:00:00
357,121.73529411764706,2017-01-16 11:00:00
358,127.97142857142858,2017-01-16 12:00:00
359,130.0,2017-01-16 13:00:00
360,129.34285714285716,2017-01-16 14:00:00
361,126.94285714285714,2017-01-16 15:00:00
362,128.54285714285714,2017-01-16 16:00:00
363,129.65714285714284,2017-01-16 17:00:00
364,129.88571428571427,2017-01-16 18:00:00
365,129.94117647058823,2017-01-16 19:00:00
366,128.4857142857143,2017-01-16 20:00:00
367,129.74285714285713,2017-01-16 21:00:00
368,128.6764705882353,2017-01-16 22:00:00
369,127.8529411764706,2017-01-16 23:00:00
370,132.3235294117647,2017-01-17 00:00:00
371,137.7941176470588,2017-01-17 01:00:00
372,139.58823529411765,2017-01-17 02:00:00
373,135.35294117647058,2017-01-17 03:00:00
374,140.11428571428573,2017-01-17 04:00:00
375,146.3235294117647,2017-01-17 05:00:00
376,151.85294117647058,2017-01-17 06:00:00
377,138.2058823529412,2017-01-17 07:00:00
378,141.71875,2017-01-17 08:00:00
379,159.58064516129033,2017-01-17 09:00:00
380,159.8125,2017-01-17 10:00:00
381,166.03030303030303,2017-01-17 11:00:00
382,163.6764705882353,2017-01-17 12:00:00
383,167.54545454545453,2017-01-17 13:00:00
384,161.76470588235293,2017-01-17 14:00:00
385,160.6764705882353,2017-01-17 15:00:00
386,131.0,2017-01-17 16:00:00
387,104.38235294117646,2017-01-17 17:00:00
388,85.75757575757575,2017-01-17 18:00:00
389,76.93939393939394,2017-01-17 19:00:00
390,66.0,2017-01-17 20:00:00
391,60.57575757575758,2017-01-17 21:00:00
392,49.529411764705884,2017-01-17 22:00:00
393,41.94117647058823,2017-01-17 23:00:00
394,41.205882352941174,2017-01-18 00:00:00
395,41.5,2017-01-18 01:00:00
396,35.24242424242424,2017-01-18 02:00:00
397,29.375,2017-01-18 03:00:00
398,26.322580645161292,2017-01-18 04:00:00
399,26.84375,2017-01-18 05:00:00
400,29.633333333333333,2017-01-18 06:00:00
401,37.8125,2017-01-18 07:00:00
402,48.806451612903224,2017-01-18 08:00:00
403,53.03225806451613,2017-01-18 09:00:00
404,59.13333333333333,2017-01-18 10:00:00
405,59.733333333333334,2017-01-18 11:00:00
406,62.0,2017-01-18 12:00:00
407,64.84848484848484,2017-01-18 13:00:00
408,71.39393939393939,2017-01-18 14:00:00
409,74.23529411764706,2017-01-18 15:00:00
410,81.91176470588235,2017-01-18 16:00:00
411,92.68571428571428,2017-01-18 17:00:00
412,98.6,2017-01-18 18:00:00
413,102.25714285714285,2017-01-18 19:00:00
414,104.14285714285714,2017-01-18 20:00:00
415,103.85714285714286,2017-01-18 21:00:00
416,102.71428571428571,2017-01-18 22:00:00
417,101.25714285714285,2017-01-18 23:00:00
418,101.42424242424242,2017-01-19 00:00:00
419,89.0,2017-01-19 01:00:00
420,55.42424242424242,2017-01-19 02:00:00
421,23.454545454545453,2017-01-19 03:00:00
422,14.911764705882353,2017-01-19 04:00:00
423,11.181818181818182,2017-01-19 05:00:00
424,9.65625,2017-01-19 06:00:00
425,9.514285714285714,2017-01-19 07:00:00
426,10.057142857142857,2017-01-19 08:00:00
427,9.714285714285714,2017-01-19 09:00:00
428,9.771428571428572,2017-01-19 10:00:00
429,9.657142857142857,2017-01-19 11:00:00
430,8.514285714285714,2017-01-19 12:00:00
431,8.257142857142858,2017-01-19 13:00:00
432,8.428571428571429,2017-01-19 14:00:00
433,7.885714285714286,2017-01-19 15:00:00
434,8.2,2017-01-19 16:00:00
435,9.205882352941176,2017-01-19 17:00:00
436,8.2,2017-01-19 18:00:00
437,8.114285714285714,2017-01-19 19:00:00
438,8.342857142857143,2017-01-19 20:00:00
439,7.685714285714286,2017-01-19 21:00:00
440,7.9714285714285715,2017-01-19 22:00:00
441,10.485714285714286,2017-01-19 23:00:00
442,14.0,2017-01-20 00:00:00
443,19.17142857142857,2017-01-20 01:00:00
444,20.5,2017-01-20 02:00:00
445,19.82857142857143,2017-01-20 03:00:00
446,17.852941176470587,2017-01-20 04:00:00
447,19.428571428571427,2017-01-20 05:00:00
448,19.571428571428573,2017-01-20 06:00:00
449,20.6,2017-01-20 07:00:00
450,21.685714285714287,2017-01-20 08:00:00
451,24.17142857142857,2017-01-20 09:00:00
452,27.764705882352942,2017-01-20 10:00:00
453,40.8,2017-01-20 11:00:00
454,52.2,2017-01-20 12:00:00
455,62.794117647058826,2017-01-20 13:00:00
456,71.74285714285715,2017-01-20 14:00:00
457,77.0,2017-01-20 15:00:00
458,76.82857142857142,2017-01-20 16:00:00
459,80.77142857142857,2017-01-20 17:00:00
460,83.17142857142858,2017-01-20 18:00:00
461,85.6,2017-01-20 19:00:00
462,83.48484848484848,2017-01-20 20:00:00
463,80.37142857142857,2017-01-20 21:00:00
464,56.142857142857146,2017-01-20 22:00:00
465,34.77142857142857,2017-01-20 23:00:00
466,20.34285714285714,2017-01-21 00:00:00
467,12.942857142857143,2017-01-21 01:00:00
468,11.4,2017-01-21 02:00:00
469,8.342857142857143,2017-01-21 03:00:00
470,8.371428571428572,2017-01-21 04:00:00
471,8.8,2017-01-21 05:00:00
472,8.323529411764707,2017-01-21 06:00:00
473,7.885714285714286,2017-01-21 07:00:00
474,7.742857142857143,2017-01-21 08:00:00
475,7.085714285714285,2017-01-21 09:00:00
476,7.742857142857143,2017-01-21 10:00:00
477,8.8,2017-01-21 11:00:00
478,9.647058823529411,2017-01-21 12:00:00
479,9.909090909090908,2017-01-21 13:00:00
480,9.771428571428572,2017-01-21 14:00:00
481,11.485714285714286,2017-01-21 15:00:00
482,12.885714285714286,2017-01-21 16:00:00
483,12.771428571428572,2017-01-21 17:00:00
484,14.058823529411764,2017-01-21 18:00:00
485,13.085714285714285,2017-01-21 19:00:00
486,12.727272727272727,2017-01-21 20:00:00
487,13.228571428571428,2017-01-21 21:00:00
488,13.571428571428571,2017-01-21 22:00:00
489,14.428571428571429,2017-01-21 23:00:00
490,16.352941176470587,2017-01-22 00:00:00
491,17.21212121212121,2017-01-22 01:00:00
492,16.970588235294116,2017-01-22 02:00:00
493,19.02857142857143,2017-01-22 03:00:00
494,19.676470588235293,2017-01-22 04:00:00
495,22.5,2017-01-22 05:00:00
496,23.15625,2017-01-22 06:00:00
497,26.71875,2017-01-22 07:00:00
498,32.354838709677416,2017-01-22 08:00:00
499,44.15625,2017-01-22 09:00:00
500,51.8125,2017-01-22 10:00:00
501,59.0625,2017-01-22 11:00:00
502,58.70967741935484,2017-01-22 12:00:00
503,50.03225806451613,2017-01-22 13:00:00
504,48.516129032258064,2017-01-22 14:00:00
505,48.0,2017-01-22 15:00:00
506,43.1875,2017-01-22 16:00:00
507,50.96969696969697,2017-01-22 17:00:00
508,48.333333333333336,2017-01-22 18:00:00
509,35.57575757575758,2017-01-22 19:00:00
510,30.242424242424242,2017-01-22 20:00:00
511,28.303030303030305,2017-01-22 21:00:00
512,27.484848484848484,2017-01-22 22:00:00
513,27.545454545454547,2017-01-22 23:00:00
514,27.818181818181817,2017-01-23 00:00:00
515,28.032258064516128,2017-01-23 01:00:00
516,30.78787878787879,2017-01-23 02:00:00
517,30.393939393939394,2017-01-23 03:00:00
518,29.21875,2017-01-23 04:00:00
519,29.65625,2017-01-23 05:00:00
520,31.375,2017-01-23 06:00:00
521,40.39393939393939,2017-01-23 07:00:00
522,44.57575757575758,2017-01-23 08:00:00
523,48.88235294117647,2017-01-23 09:00:00
524,52.6764705882353,2017-01-23 10:00:00
525,67.25714285714285,2017-01-23 11:00:00
526,77.85714285714286,2017-01-23 12:00:00
527,83.74285714285715,2017-01-23 13:00:00
528,87.91428571428571,2017-01-23 14:00:00
529,96.97142857142858,2017-01-23 16:00:00
530,93.3529411764706,2017-01-23 18:00:00
531,91.38235294117646,2017-01-23 19:00:00
532,94.61764705882354,2017-01-23 20:00:00
533,91.20588235294117,2017-01-23 21:00:00
534,90.42857142857143,2017-01-23 22:00:00
535,85.73529411764706,2017-01-23 23:00:00
536,72.17142857142858,2017-01-24 01:00:00
537,69.02857142857142,2017-01-24 02:00:00
538,70.91428571428571,2017-01-24 03:00:00
539,72.65714285714286,2017-01-24 05:00:00
540,71.68571428571428,2017-01-24 06:00:00
541,87.46875,2017-01-24 07:00:00
542,97.29032258064517,2017-01-24 08:00:00
543,117.26470588235294,2017-01-24 10:00:00
544,124.8529411764706,2017-01-24 11:00:00
545,158.44117647058823,2017-01-24 16:00:00
546,163.44117647058823,2017-01-24 17:00:00
547,167.14705882352942,2017-01-24 18:00:00
548,169.24242424242425,2017-01-24 19:00:00
549,169.74285714285713,2017-01-24 20:00:00
550,169.3235294117647,2017-01-24 21:00:00
551,170.97142857142856,2017-01-24 22:00:00
552,167.5142857142857,2017-01-24 23:00:00
553,159.74285714285713,2017-01-25 00:00:00
554,158.17142857142858,2017-01-25 02:00:00
555,156.6764705882353,2017-01-25 03:00:00
556,153.25714285714287,2017-01-25 04:00:00
557,158.2,2017-01-25 05:00:00
558,172.22857142857143,2017-01-25 07:00:00
559,177.57142857142858,2017-01-25 08:00:00
560,188.2941176470588,2017-01-25 09:00:00
561,200.45714285714286,2017-01-25 10:00:00
562,212.8,2017-01-25 11:00:00
563,229.97142857142856,2017-01-25 12:00:00
564,292.8857142857143,2017-01-25 20:00:00
565,287.3529411764706,2017-01-25 21:00:00
566,286.45714285714286,2017-01-25 22:00:00
567,275.37142857142857,2017-01-26 00:00:00
568,270.9142857142857,2017-01-26 01:00:00
569,276.77142857142854,2017-01-26 02:00:00
570,273.51428571428573,2017-01-26 03:00:00
571,133.5,2017-01-26 06:00:00
572,59.71875,2017-01-26 07:00:00
573,8.28125,2017-01-26 20:00:00
574,9.06060606060606,2017-01-26 21:00:00
575,10.424242424242424,2017-01-26 22:00:00
576,12.93939393939394,2017-01-26 23:00:00
577,18.151515151515152,2017-01-27 00:00:00
578,30.441176470588236,2017-01-27 01:00:00
579,38.114285714285714,2017-01-27 02:00:00
580,34.8,2017-01-27 03:00:00
581,38.088235294117645,2017-01-27 04:00:00
582,47.3235294117647,2017-01-27 07:00:00
583,53.94285714285714,2017-01-27 08:00:00
584,58.23529411764706,2017-01-27 09:00:00
585,71.93939393939394,2017-01-27 10:00:00
586,113.0625,2017-01-27 11:00:00
587,167.0,2017-01-27 12:00:00
588,216.12121212121212,2017-01-27 13:00:00
589,272.8235294117647,2017-01-27 14:00:00
590,307.42857142857144,2017-01-27 15:00:00
591,352.8,2017-01-27 16:00:00
592,564.4545454545455,2017-01-27 17:00:00
593,586.5294117647059,2017-01-27 18:00:00
594,538.0588235294117,2017-01-27 19:00:00
595,488.8285714285714,2017-01-27 20:00:00
596,460.2857142857143,2017-01-27 21:00:00
597,430.7142857142857,2017-01-27 22:00:00
598,408.37142857142857,2017-01-27 23:00:00
599,365.0,2017-01-28 00:00:00
600,321.62857142857143,2017-01-28 01:00:00
601,297.45714285714286,2017-01-28 02:00:00
602,272.20588235294116,2017-01-28 03:00:00
603,247.64705882352942,2017-01-28 04:00:00
604,227.6764705882353,2017-01-28 05:00:00
605,221.77142857142857,2017-01-28 06:00:00
606,220.0,2017-01-28 07:00:00
607,221.65714285714284,2017-01-28 08:00:00
608,218.31428571428572,2017-01-28 09:00:00
609,228.2058823529412,2017-01-28 10:00:00
610,239.41176470588235,2017-01-28 11:00:00
611,250.17142857142858,2017-01-28 12:00:00
612,257.54285714285714,2017-01-28 13:00:00
613,264.9428571428571,2017-01-28 14:00:00
614,271.4,2017-01-28 15:00:00
615,259.22857142857146,2017-01-28 16:00:00
616,248.0857142857143,2017-01-28 17:00:00
617,205.4,2017-01-28 18:00:00
618,82.34285714285714,2017-01-28 19:00:00
619,32.85294117647059,2017-01-28 20:00:00
620,17.085714285714285,2017-01-28 21:00:00
621,10.628571428571428,2017-01-28 22:00:00
622,10.085714285714285,2017-01-28 23:00:00
623,10.228571428571428,2017-01-29 00:00:00
624,10.342857142857143,2017-01-29 01:00:00
